Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote,LocTable,LocKey
1,7,1,main_door_open,Dot,Main,body_default1,face_eyeroll,text,책장의 가운데 칸 정도에서 내가\n떨어진다면 어떤 일이 일어날까?,"What would happen if I were to drop from,\nlet’s say, the middle shelf of the bookcase?",2,,,,Main_Ch2,M2_L0001
1,7,2,main_door_open,Player,Main,,face_blink,selection,비치 볼처럼 보잉 튀어오를 것 같아.|조약돌처럼 자잘히 흩어질 것 같아.,You’ll bounce like a beach ball.|You’ll scatter like pebbles.,3|3,,,sun|moon,Main_Ch2,M2_L0002
1,7,3,main_door_open,Player,Main,,,text,점액으로 된 괴물이니까...\n바닥에 찰싹 붙게 될지도 모르지!,You’re really sticky... so maybe\nyou’ll stick to the floor!,4,,,,Main_Ch2,M2_L0003
1,7,4,main_door_open,Dot,Main,,,text,그 다음엔 구의 형태로 다시\n뭉치게 될까? 난 그런 성질이니까.,And will I gather back into a\nsphere? I was born as one.,5,,,,Main_Ch2,M2_L0004
1,7,5,main_door_open,Dot,Main,,,text,"재미있는 가설이야, <nickname>. 네가 나를\n어떻게 바라보고 있는지 느껴져서 즐거워!","That’s a fun thought, <nickname>. It’s\nrefreshing to see me through your eyes.",6,,,,Main_Ch2,M2_L0005
1,7,6,main_door_open,Dot,Main,,face_eyeroll2,text,"음, 음, 음. 이쯤에서 나의 추측을 말해 볼게.","Hm. hm, hm. Here’s what I think.",7,,,,Main_Ch2,M2_L0006
1,7,7,main_door_open,Dot,Main,,face_blink,text,"내가 떨어진다면, 나는 공허의\n바다를 잠수하게 될 거야.","If I drop, I will plunge into\nan ocean of emptiness.",8,,,,Main_Ch2,M2_L0007
1,7,8,main_door_open,Dot,Main,,face_sad,text,아주 비참할 거야. 내 육신이 바닷물에\n모두 녹아 조각조각 흩어지는 기분일 거야.,It will be bleak. As if my body had\ndissolved into nothing in the saltwater.,9,,,,Main_Ch2,M2_L0008
1,7,9,main_door_open,Player,Main,,,text,그냥 떨어지기만 하는 게 아닌 것\n같은데... 오늘 무슨 일이 있었던 거야?,Um... Are we still talking about\na short fall? Did something happen?,10,,,,Main_Ch2,M2_L0009
1,7,10,main_door_open,Dot,Main,,face_blink,text,물론이지. 어떠한 가설보다도\n더욱 중요한 걸 알려줄게.,Of course. What you’ll hear now is much\nmore essential than any hypothesis.,11,,,,Main_Ch2,M2_L0010
1,7,11,main_door_open,Dot,Main,,,text,인간들은 이런 이야기를 비극이라고 부른다지?,Humans seem to call such stories a tragedy.,12,1,,,Main_Ch2,M2_L0011
1,7,12,main_door_open,Player,Main,,face_eyeroll3,text,확실히... 비극에 가까워.,"I would call it a tragedy, yes.",13,,,,Main_Ch2,M2_L0012
1,7,13,main_door_open,Dot,Main,,face_eyeroll3_stay,text,그의 비참한 심정이 횃불처럼 타오르고 있었어. 누군가는\n그 열기에 매료되었을지도 모르겠단 생각이 들 정도로.,His misery blazed like a torch. Bright enough to mesmerize someone.,14,,,,Main_Ch2,M2_L0013
1,7,14,main_door_open,Dot,Main,,,text,그리고 난 깨달아 버린 거야.,Then a thought crept into my mind.,15,,,,Main_Ch2,M2_L0014
1,7,15,main_door_open,Dot,Main,,face_blink,text,‘나라면 그에게 뭔가를 해줄 수\n있지 않을까?’하고 말이야.,‘Perhaps I could do\nsomething for this human.’,16,,,,Main_Ch2,M2_L0015
1,7,16,main_door_open,Player,Main,,,text,뭉치가? 어떤 걸 해 줄 수 있다는 건데?,Do what exactly for him?,17,,,,Main_Ch2,M2_L0016
1,7,17,main_door_open,Dot,Main,,,text,"세상의 모든 동그라미를 삼킨 그가, 미처\n삼키지 못한 동그라미가 하나 있잖아.","Of all the circles in the world, there is one he has yet to swallow.",18,,,,Main_Ch2,M2_L0017
1,7,18,main_door_open,Dot,Main,body_default1,,text,그건 바로...,And that is...,19,,,,Main_Ch2,M2_L0018
1,7,19,main_door_open,Dot,Main,body_bounce,,text,나.,Me.,20,,,,Main_Ch2,M2_L0019
1,7,20,main_door_open,Dot,Main,body_default1,face_eyeroll2,text,이 꿈은 고유한 균열에 꼭 맞는\n동그라미를 찾기 위한 여정이었잖아?,This dream was always about a journey to find\na circle that would fit a distinct crack.,21,,,,Main_Ch2,M2_L0020
1,7,21,main_door_open,Dot,Main,,face_staryeyes,text,몸이 유연하고 끈적한 나라면 그 무엇보다도\n완벽하게 채워줄 수 있었을 것만 같았거든.,"I thought, with my flexible and viscous body,\nnothing could fill it as perfectly as I could.",22,,,,Main_Ch2,M2_L0021
1,7,22,main_door_open,Dot,Main,body_bounce,face_blink,text,"게다가 난 조약돌처럼 흩어진 다음에도,\n비치 볼처럼 다시 뭉쳐 버린다고?","Even if I scatter like pebbles, I’ll clump\nback together like a beach ball, won’t I?",23,,,,Main_Ch2,M2_L0022
1,7,23,main_door_open,Player,Main,body_default1,,selection,"우와, 정말 뭉치라면 가능한 일일지도?|그럼 갈라 놓으면 두 개의 뭉치가 될 수도 있는 걸까?","Wow, if it’s you, that could really happen.|So if we split you, would there be two Dots?",24|25,,,sun|moon,Main_Ch2,M2_L0023
