Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote,LocTable,LocKey
1,73,1,main_table,Dot,Main,body_default1,face_blink,text,"안녕, <nickname>...","Hello, <nickname>...",2,,,,Main_Ch13,M13_L0001
1,73,2,main_table,Player,Main,,,text,"안녕, 뭉치.","Hello, Dot.",3,,,,Main_Ch13,M13_L0002
1,73,3,main_table,Player,Main,,,text,생각이 많아 보여. 무슨 일 있었던 거야?,You seem to have a lot on\nyour mind. What’s going on?,4,,,,Main_Ch13,M13_L0003
1,73,4,main_table,Dot,Main,,,text,‘무슨 일’은 매일매일 일어나는걸.,A lot goes on every single day.,5,,,,Main_Ch13,M13_L0004
1,73,5,main_table,Dot,Main,,,text,"오늘은... 아, 오늘은 인간을 만나지는 못했어.","Today... Ah, I didn’t meet\nany humans today.",6,,,,Main_Ch13,M13_L0005
1,73,6,main_table,Dot,Main,,,text,늘 지나치던 커다란 나무가 내게 말을 걸어 왔거든.,But a great big tree I often\npassed by told me a story.,7,,,,Main_Ch13,M13_L0006
1,73,7,main_table,Dot,Main,,,text,인간의 삶은 더 이상 이어지지 않아.\n둘의 인연은 먼 평행을 달리게 될 거야.,The human’s life ends there. Their\nfates run parallel from here on.,8,1,,,Main_Ch13,M13_L0007
1,73,8,main_table,Dot,Main,,,text,그렇지만 여전히 눈부시게 아름답구나...,"Still, it’s dazzlingly beautiful...",9,,,,Main_Ch13,M13_L0008
1,73,9,main_table,Dot,Main,,face_eyeroll2,text,"<nickname>, 내 여행이 얼마\n남지 않았다는 걸 알고 있지?","<nickname>, you know\nmy journey is almost over.",10,,,,Main_Ch13,M13_L0009
1,73,10,main_table,Dot,Main,,face_blink,text,내가 떠나면 너도 나무처럼 홀로 남게 될까?,"When I leave, will you be\nall by yourself like the tree was?",11,,,,Main_Ch13,M13_L0010
1,73,11,main_table,Player,Main,,,text,"나무만큼 긴 시간은 아니겠지만,\n분명 그렇게 되겠지.","Not for as long as the\ntree endured, but I guess.",12,,,,Main_Ch13,M13_L0011
1,73,12,main_table,Dot,Main,,,text,예전엔 남겨지는 게 나일까 두려워하며...\n너의 영생을 바라던 적도 있었는데 말야! 헤헤.,Remember how afraid I was of being left behind...\nso much that I hoped you'd live forever! Hehe.,13,,,,Main_Ch13,M13_L0012
1,73,13,main_table,Dot,Main,,face_eyeroll3,text,"... 지금은 그저, 네가 오래 슬프지 않았으면 좋겠어.",... Now I only hope you\nwon’t stay sad for long.,14,,,,Main_Ch13,M13_L0013
1,73,14,main_table,Player,Main,,face_blink,text,"뭉치, 정말 단 한 번의 꿈이 되어 사라지는 거야?","Dot? Will you really disappear after\nbecoming a dream, just once?",15,,,,Main_Ch13,M13_L0014
1,73,15,main_table,Player,Main,,,text,매일 밤 나타나 줄 수는 없어? 잠깐이라도.,Can’t you come to me every night?\nEven if it’s just for a little while.,16,,,,Main_Ch13,M13_L0015
1,73,16,main_table,Dot,Main,,,text,그럴 수 있다면 정말 좋을 텐데.,I wish I could.,17,,,,Main_Ch13,M13_L0016
1,73,17,main_table,Dot,Main,,,text,다만 꿈이 된 나는 네가 알고 있는\n지금의 내가 아니게 될 거야.,But the dream-me won’t\nbe the me that you know.,18,,,,Main_Ch13,M13_L0017
1,73,18,main_table,Dot,Main,,,text,"대신 꿈 속의 흐린 그림자, 스쳐가는 잔상,\n깨어나면 잊혀지는 얼굴로 존재할지도 모르지.","Instead, I’ll be a vague shadow, a\npassing image, maybe a blurry face.",19,,,,Main_Ch13,M13_L0018
1,73,19,main_table,Player,Main,,,text,"그럼, 그럼 네가 들고 온\n달나라 송신기 속으로 들어온다거나...","Then, then you could maybe inhabit the \nmoon transmitter, you like that, right?",20,,,,Main_Ch13,M13_L0019
1,73,20,main_table,Dot,Main,,face_eyeroll2,text,"음, 꿈은 영혼이 아니라 깃들 수 없을 것 같은데...","Hmm, I’ve never heard of\na dream possessing things...",21,,,,Main_Ch13,M13_L0020
1,73,21,main_table,Dot,Main,,face_blink,text,가능하다면 시도해 볼게! 송신기가\n말을 걸어와도 놀라면 안 돼.,"If it is, I’ll try! Don’t be scared when\nthe transmitter starts talking to you.",22,,,,Main_Ch13,M13_L0021
1,73,22,main_table,Player,Main,,,text,...,....,23,,,,Main_Ch13,M13_L0022
1,73,23,main_table,Dot,Main,,face_smile,text,"장난이야, <nickname>. 그러니 이제 웃어 줘.","I’m joking, <nickname>.\nPlease don’t be sad.",24,,,,Main_Ch13,M13_L0023
1,73,24,main_table,Player,Main,,,selection,(애써 웃는다.)|(웃지 못한다.),(Try to smile.)|(Fail to smile.),25|25,,,passive|active,Main_Ch13,M13_L0024
1,73,25,main_table,Player,Main,,face_blink,text,뭉치. 이제 무섭지 않아?,Dot. Are you no longer scared?,26,,,,Main_Ch13,M13_L0025
1,73,26,main_table,Player,Main,,,text,"꿈이 되는 것, 그리고 그 이후의 시간들...","Of becoming a dream,\nand what comes after...",27,,,,Main_Ch13,M13_L0026
1,73,27,main_table,Dot,Main,,face_eyeroll3,text,... 여전히 괴롭고 무서워.,"... I’m still hurting, and scared.",28,,,,Main_Ch13,M13_L0027
