Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote,LocTable,LocKey
1,61,1,main_door_open,Dot,Main,body_default1,face_blink,text,드디어 왔구나!,You’re here!,2,,,,Main_Ch11,M11_L0001
1,61,2,main_door_open,Player,Main,,,text,"뭉치, 오늘 기분 좋아 보이네.","You look like you’re\nin a good mood, Dot.",3,,,,Main_Ch11,M11_L0002
1,61,3,main_door_open,Player,Main,,,text,무슨 일 있었어?,Anything special happen?,4,,,,Main_Ch11,M11_L0003
1,61,4,main_door_open,Dot,Main,,,text,"들어 봐, <nickname>.","Listen, <nickname>.",5,,,,Main_Ch11,M11_L0004
1,61,5,main_door_open,Dot,Main,,face_staryeyes,text,사라지지 않는 꿈이 존재한다는 거 알아?,Did you know there are dreams\nthat don’t disappear?,6,,,,Main_Ch11,M11_L0005
1,61,6,main_door_open,Player,Main,,,text,사라지지 않는 꿈?,Dreams that don’t disappear?,7,,,,Main_Ch11,M11_L0006
1,61,7,main_door_open,Player,Main,,,text,그게 무슨 말이야?,What do you mean?,8,1,,,Main_Ch11,M11_L0007
1,61,8,main_door_open,Dot,Main,,face_staryeyes,text,그녀는 정말로 꿈 속에서 살아가고 있었어.,She was really living on in her dream.,9,,,,Main_Ch11,M11_L0008
1,61,9,main_door_open,Dot,Main,,,text,"꿈의 냄새를 맡고, 꿈의 표면을\n만지면서, 꿈속 사람들과 함께.",Dream-smelling and dream-caressing\nalongside her dream-people.,10,,,,Main_Ch11,M11_L0009
1,61,10,main_door_open,Dot,Main,,,text,그녀의 꿈은 영원히 한 자리에서\n그녀를 기다리고 있지.,Her dream forever waits\nfor her in the same spot.,11,,,,Main_Ch11,M11_L0010
1,61,11,main_door_open,Dot,Main,body_bounce,,text,밤이 지나도 잊히지 않는 무한한 꿈이 된 거야!,"It became infinite, continuing\nlong after the night ends.",12,,,,Main_Ch11,M11_L0011
1,61,12,main_door_open,Dot,Main,body_default1,face_blink,text,"아, 사전을 찾아서 인간들이 그런\n꿈을 뭐라고 부르는지 알게 됐어.","Oh, I discovered what humans call\nthis kind of dream in an encyclopedia.",13,,,,Main_Ch11,M11_L0012
1,61,13,main_door_open,Dot,Main,,face_blink,text,‘루시드 드림’... 또는 ‘자각몽’.,‘Lucid dream.’,14,,,,Main_Ch11,M11_L0013
1,61,14,main_door_open,Player,Main,,face_blink,selection,처음 들어 봐.|몇 번 들어 봤어.,Never heard of it.|Sounds familiar.,15|15,,,passive|active,Main_Ch11,M11_L0014
1,61,15,main_door_open,Player,Main,,face_blink,text,꿈속에서 살아갈 수 있다니... 믿기 힘드네.,Living on within a dream... It’s hard to believe.,16,,,,Main_Ch11,M11_L0015
1,61,16,main_door_open,Dot,Main,,face_blink,text,"<nickname>, 부탁하고 싶은 게 있어.","<nickname>, I have a favor to ask.",17,,,,Main_Ch11,M11_L0016
1,61,17,main_door_open,Dot,Main,,face_blink,text,"내가 말한 인간처럼, <nickname>도 ‘자각몽’을\n연습해 보는 거 어때?","How about picking up ‘lucid dreaming,’\nlike the human I mentioned?",18,,,,Main_Ch11,M11_L0017
1,61,18,main_door_open,Dot,Main,,face_blink,text,"네가 꿈이 된 나를 알아보고 계속 내 안에\n머무른다면, 나는 사라지지 않을 거야.","If you recognize me even after I become a\ndream, and stay inside me, I won’t disappear.",19,,,,Main_Ch11,M11_L0018
1,61,19,main_door_open,Player,Main,,face_blink,text,...,...,20,,,,Main_Ch11,M11_L0019
1,61,20,main_door_open,Dot,Main,body_rhythm,face_blink,text,"나도 노력할게. 황홀하게 맛있는 음식,\n편안한 집, 친절한 인간들을 만들어 줄게!","I’ll try my best, too. Magnificent food, a cozy\nhome, and delightful humans just for you!",21,,,,Main_Ch11,M11_L0020
1,61,21,main_door_open,Dot,Main,,face_staryeyes,text,네가 내 안에서 영원히 행복할 수 있도록.,You’ll be happy inside me...\nforever and ever.,22,,,,Main_Ch11,M11_L0021
1,61,22,main_door_open,Player,Main,,,text,나도 너와 오래 함께하고 싶어.,"I want to stay with you for\nas long as I can, too.",23,,,,Main_Ch11,M11_L0022
