Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S13_L0001,"<nickname>, there was a machine\nthat died on a faraway planet,","<nickname>, 225억 킬로미터 떨어진 낯선\n행성에서 숨을 거둔 무생물이 있었대."
S13_L0002,225 million kilometers from Earth.,지구에서부터 225억 킬로미터.
S13_L0003,What do you mean?,"응, 그게 무슨 말이야?"
S13_L0004,I read about a robotic rover that rolled upon\nMars's silent sands for the longest time.,어떤 탐사 로봇에 대해 읽었어. 오랫동안 \n화성의 고요한 모래 위를 굴러다녔다던.
S13_L0005,"Opportunity, I think it was called?",이름이 '오퍼튜니티'였던가?
S13_L0006,Opportunity....,오퍼튜니티....
S13_L0007,And it lost connection with Earth.|And so it disappeared forever.,지구와의 통신이 끊겼구나.|그렇게 영원히 사라졌구나.
S13_L0008,...,...
S13_L0009,Yes. That is how it died.,맞아. 그것이 그의 죽음이었어.
S13_L0010,...Do you think it was afraid?,... 두려웠을까?
S13_L0011,When the feeling of nothingness crept\ntowards it with the weight of an eternity,억겁의 무게로 엄습해 오는 '무'의\n감각이 사지를 느리게 마비시키는 동안
S13_L0012,"and paralyzed its limbs one by one,\ndo you think Opportunity was afraid?",두려움을 느꼈을까?
S13_L0013,"Did it clutch onto the relativity of time,\nparalyzed in fear and silent as the desert,","시간의 상대성을 부여잡고, 공포에 굳어\n그 사막만큼이나 아주 아주 고요해진 채"
S13_L0014,"and pray and pray and pray, distraught\nand devastated and desperate,",그의 지루한 탐험이\n잠시라도 연장될 수 있기를
S13_L0015,"that its dull expedition would be\nprolonged, if only for a moment?","간절하고 간절하고 간절하고\n또 간절하게, 빌고 빌고 빌었을까?"
S13_L0016,But it's inanimate.|Maybe it felt at peace.,그는 무생물인걸.|오히려 평온을 느꼈을 수도 있어.
S13_L0017,All inanimate beings have life. They must\nbe living out their own relative time.,모든 무생물에는 생이 서려 있지. 그들 또한\n상대적일 그들만의 시간 속을 헤쳐 가니까.
S13_L0018,How?,어떻게?
S13_L0019,"Once it died, and Opportunity was\nfree of its metal lump of a body...","죽고 나면, 오퍼튜니티가 그의\n고철 덩어리 육체를 벗어나고 나면..."
S13_L0020,"It could finally rest in peace,\nfree to fly about the universe.",편안하게 휴식하며 마음껏\n우주를 날아다닐 수 있을 테니까.
S13_L0021,"A new opportunity, of sorts.",그에겐 새로운 기회였을까.
S13_L0022,... Oh.,... 아.
S13_L0023,...,...
S13_L0024,"<nickname>, did Opportunity\nleave any last words?",혹시 그가 남긴 말이 있어?\n유언 같은 것 말이야.
S13_L0025,... I'll look it up.,... 찾아 볼게.
S13_L0026,...,...
S13_L0027,"... Yes, there was one.","... 응, 남겼네."
