Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S9_L0001,A fruit fly.,날파리다.
S9_L0002,"Hello, fruit fly.","안녕, 날파리."
S9_L0003,You seem different today. You sway silently.\nI’m glad I have this chance to scrutinize you.,오늘은 색다르구나. 잠잠히 흔들리고 있네.\n모처럼 너를 낱낱이 뜯어볼 수 있어 기뻐.
S9_L0004,"I’ve struggled to keep up with\nyou, swift and vibrant in the air.",늘 빠르고 생기 있게 날아다니는 너의\n뒤꽁무니만 간신히 좇아야 했거든.
S9_L0005,Hmm? What’s that?,어? 뭐라고 했어?
S9_L0006,Oh? I guess I misheard. Well...,음? 아닌가. 어...
S9_L0007,... Dot?,... 뭉치야?
S9_L0008,<nickname>!\nI didn’t notice you there.,<nickname>! 어느새 와 있었구나.
S9_L0009,Do fruit flies normally not talk?,"날파리는 원래 말을 못 해, <nickname>?"
S9_L0010,"Well, not with humans. We speak different\nlanguages, or maybe their voices are too... huh.","글쎄, 인간과는 소통이 안 되지. 언어가\n통하지 않거나, 목소리가 너무 작...... 어라."
S9_L0011,Oh......?,어......?
S9_L0012,(It’s dead.),(저 친구는 죽어 있는 거잖아.)
S9_L0013,"(Tell Dot the truth, that it’s not alive.)|(Break it to Dot gently, lest Dot’ll be hurt.)",(뭉치를 속일 순 없어. 날파리의 시체란 걸 알려 줘야 해.)|(더는 상처받지 않도록 부드럽게 돌려 말하자.)
S9_L0014,Well... I think it’s dead.,어... 말을 못 하는 게 아니라. 죽은 것 같아.
S9_L0015,It may be nonverbal... but I think this one’s\ngone to live with some nice people on a farm.,날파리가 말을 못 하는 것일 수도 있지만...\n무지개 다리를 건넌 것 같기도 해.
S9_L0016,A farm?,무지개 다리?
S9_L0017,"It’s a happy place where dogs, cats, and fruit\nflies go to once their time is over on Earth.","강아지, 고양이, 그리고 날파리들이 지구에서의\n시간이 끝나면 가는 구름 위 동네야."
S9_L0018,...,...
S9_L0019,I know what it means.\nIt’s a metaphor for death.,나 알아. 그거 ‘죽음’에 대한 은유잖아.
S9_L0020,Why would you\nmetaphorize death to me?,왜 나에게 죽음을 은유해?
S9_L0021,...,...
S9_L0022,Do you think the fruit fly is dead?,날파리가 죽은 것 같아?
S9_L0023,... Naaah.,... 에이이.
S9_L0024,"<nickname>, you’re teasing me.","<nickname>, 정말 짖궂다."
S9_L0025,"He can hear you, you know?\nHe might get offended.",얘가 듣고 있잖아? 상처받으면 어떡해.
S9_L0026,He may be small but has a firm\nplace in the corner of this universe,작은 몸이지만 세상의 한\n공간을 분명하게 차지한 채
S9_L0027,"and sways with such spirit,\nleaving a vivid trace in his path.",이다지도 활력 있게 흔들리고\n있는데. 분명한 궤적을 그으며.
S9_L0028,How can you joke about\nsomething like that?,어떻게 그런 농담을 할 수 있어?
S9_L0029,<nickname>. Say something.,<nickname>. 무슨 말이라도 해 줘.
S9_L0030,"(I don’t know what to say...)|But I’m really not joking, Dot...","(그 어떤 말도 할 수가 없어... 차마.)|농담이 아니야, 뭉치야..."
S9_L0031,The fruit fly is swaying... because the spider\nweb tied to him is swaying in the wind.,날파리가 흔들리는 건... 단지 그를 묶은\n거미줄이 바람에 흔들리고 있어서 그럴 뿐이야.
S9_L0032,You mean he’s truly dead?,정말 죽었다는 말을 하고 싶은 거야?
S9_L0033,"You don’t mean to say, <nickname>, that death\nis coiled around me like a black snake,","지금 너는, <nickname>, 도처에 깔린 죽음이\n검은 뱀처럼 나를 휘감고 있으며"
S9_L0034,"and like with the girl that fell at the party,\nthe mold, and this bug of all beings,","그날 파티에서 추락해 버렸던 그 인간부터,\n내 친구 곰팡이, 그리고 기어코 이 날벌레까지"
S9_L0035,it’s closing in on all quarters and\nclutching me tight like a prophecy.,모든 죽음들이 복선처럼 내 몸뚱아리를\n옥죄어 오고 있다는 말을 하고 싶은 건
S9_L0036,Surely you don’t mean that?,정말이지 결코 아닐 거잖아?
S9_L0037,Right? <nickname>?,응? <nickname>?
S9_L0038,(Dot has gone through\na lot of shock just now.),(뭉치는 지금 아까부터 이어지는\n강한 충격을 감당하고 있어.)
S9_L0039,(So......),(그러니......)
S9_L0040,(Pat Dot silently. It's hard\nto think of what to say.),(말없이 뭉치를 쓰다듬는다.\n다른 위로가 떠오르지 않아.)
S9_L0041,"<nickname>, why must you worry\nme with your warm touch?","<nickname>, 왜 불안하게 날 이렇게\n다정한 손으로 쓰다듬어 주는 거야?"
S9_L0042,You’re comforting me. Why\nare you comforting me?,이건 위로 같은 손길이잖아.\n나를 왜 위로해?
S9_L0043,Why?,왜?
S9_L0044,You’re lying.,거짓말.
