Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M6_L0001,"<nickname>, will I ever\nknow you completely?","<nickname>, 나는 널 온전히 알 수 있을까?"
M6_L0002,What do you mean?,그게 무슨 말이야?
M6_L0003,I will always be me.\nAnd you will always be you.,난 항상 나일 거야. 넌 항상 너일 테고.
M6_L0004,Right. And?,"응, 그렇지?"
M6_L0005,"I will eternally, solely, be <i>\nnothing more</i> than myself...","나는 언제나, 오로지, 그리고\n‘고작’ 나일 수밖에 없으며..."
M6_L0006,(Mull it over. Dot has a point.),(곰곰이 생각한다. 맞는 말이야.)
M6_L0007,I will never ever... be you.,결코... ‘네’가 될 수 없어.
M6_L0008,....,....
M6_L0009,"<nickname>, I want to\nhear it from you.","<nickname>, 너의 입으로 답을 듣고 싶어."
M6_L0010,Can the way the blush of the sunset captures my\nheart and echoes in yours... be one and the same?,그 노을의 붉음이 내 마음을 사로잡는 감각과\n너의 마음을 울리는 감각이... 같을까?
M6_L0011,Not entirely.|We can try.,아주 똑같지는 않겠지.|노력해 볼 수는 있을 거야.
M6_L0012,"We may be looking at the same sunset in the\nsame moment, but we’re still different beings.","같은 순간을 공유하며 같은 노을을 바라보고\n있어도, 우린 엄연히 다른 존재니까."
M6_L0013,"While you’re entranced by how\nEarth’s waves are tinged with orange,","네가 주황빛을 머금고 반짝이는 지구의\n파도와 주변 풍경에 매료되어 있을 때,"
M6_L0014,I’ll be absorbing the rich sunlight\nand gazing at the ripe sunset.,나는 풍요로운 햇살을 피부로 느끼며\n다 익은 노을빛을 바라보고 있을 거야.
M6_L0015,And your sunset and my sunset... will\nsettle within us as individual experiences.,그렇다면 너의 노을과 나의 노을은... 각기\n다른 경험이 되어 너와 나에게 안착하겠지.
M6_L0016,There are times I want to send\nyou my sunset in its entirety.,나의 노을을 너에게 그대로\n전달해 주고 싶을 때도 있는데.
M6_L0017,But it just can’t be transmitted.,그러나 마음은 복사되지 않아.
M6_L0018,A bluetooth for feelings has yet to be invented...|(Nod quietly while listening.),마음 전용 블루투스는 아직 발명이...|(뭉치의 말을 듣다 조용히 끄덕인다.)
M6_L0019,...,...
M6_L0020,Anyways.,크흠.
M6_L0021,We can try.,노력해 볼 수는 있을 거야.
M6_L0022,"We may be different beings, but we’ll still look at\nthe same sunset within the same moment.","우린 엄연히 다른 존재지만, 같은 순간을\n공유하며 같은 노을을 바라보고 있으니까."
M6_L0023,If you explain the senses etched clearly\nin you with your unique language,"너만의 언어로, 네 안에 울려퍼지는\n감각을 잘 설명해 준다면"
M6_L0024,"I’ll be able to search for something\nlike it within my own senses,","난 내 감각들 속에서 너의 감각과 유사할지\n모르는 느낌을 찾아 볼 수 있을 테고,"
M6_L0025,and we’ll meet each other\nat a certain point.,분명 어느 한 접점에서 마주쳐 통하게 될 수 있겠지.
M6_L0026,"Oh, if only I could believe\nyou and your every word.","아, 정말이지 그 말을 곧이곧대로\n믿을 수만 있다면 얼마나 좋을까."
M6_L0027,I examine your face with keen eyes\nbecause I want to know you better.,"나는 너를 더 알고 싶어서,\n유심한 눈으로 네 표정을 관찰해."
M6_L0028,And I hope to myself that\nyour eyes are as clear as glass.,그렇게 네 눈빛이 유리조각만큼은\n투명하기를 바라겠지만.
M6_L0029,But they’re just dark pools.\nI can’t gaze within.,네 눈 속은 그저 검을 뿐이야. 마음 같은 게 보이지 않아.
M6_L0030,(You stare into Dot’s eyes.),(뭉치의 눈을 가만히 바라본다.)
M6_L0031,"(Likewise, you cannot spy\nany ‘echoes of the heart’.)",(역시 ‘마음 속 감정의 울림’ 같은 건 보이지 않는다.)
M6_L0032,(All you can guess from their expression\nand words is that Dot is very sad.),(뭉치가 아주 슬프다는 것을 표정과\n말을 통해 유추해 볼 수 있을 뿐.)
M6_L0033,And that makes you anxious and troubled.,그게 널 불안하고 어렵게 만드는구나.
M6_L0034,"That you might not know the\nother’s feelings, much less the other.","상대의 마음을, 나아가 상대를 정확하게 알 수 없을까 봐."
M6_L0035,Yes. To blindly trust that the surface you select\nand reveal is similar to what lies underneath...,응. 그저 네가 습관적으로 선별해 보여 주는\n표면들이 너의 내면과 가장 닮아 있으리라 믿으며...
M6_L0036,"and guess who you are is my second best,\nand second worst option simultaneously.",널 유추하고 짐작하는 게 최선인 동시에 차악인 거야.
M6_L0037,"But you live and breathe as an\namorphous, dimensional being.",다만 넌 비정형의 입체로 살아 숨쉬어.
M6_L0038,You don’t exist as temporary surfaces.,순간순간 내어 보이는 표면 따위로 존재하는 게 아니지.
M6_L0039,So we... won’t ever be able to\nreach each other underneath.,그러니 영원히... 우리는 서로의\n내면 세계에 가닿지 못할 거야.
M6_L0040,"I guess your logic is sound.\nBut... to put it in a human way,","아주 근본적으로 접근하면 맞는 논리야.\n 하지만... 인간의 경우로 설명해 주자면,"
M6_L0041,we use language to convey as precisely as\npossible what lies underneath and cannot be perceived.,우리는 미지의 내면을 타인에게 최대한 근접하게\n설명해 주기 위해 언어로서 대화를 나눠.
M6_L0042,"Just like you and I promised. To describe our\nemotions in an intricate and unchained language,",우리도 약속했었잖아. 섬세하고 자유로운\n언어로 서로의 감정을 잘 알 수 있게 표현하고
M6_L0043,and work to draw closer through\na series of questions and answers.,질문과 답변의 행위로 더욱 친해지기 위해 노력하자고.
M6_L0044,"No. No. I know. I know, but.",아니야. 아니야. 알지만. 알지만.
