Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M1_L0001,I met a man today.,오늘 어떤 남자를 만났어.
M1_L0002,But there was something\nstrange about him.,그런데 이상하지.
M1_L0003,"The moment I looked into\nhis eyes, I was sucked into them.","그의 동공 속을 들여다본 순간, 나는 그\n속으로 빨려 들어가는 것 같았거든."
M1_L0004,Because they were so beautiful?,눈동자가 아름다워서?
M1_L0005,"No, not like that. It was as if his own world,\nhis own story was unfolding within his eyes.","아니, 그런 건 아니었어. 현실을 벗어나,\n그만의 세상 속 이야기가 펼쳐진 것 같았어."
M1_L0006,(What...? Can Dot read\nminds or something?),(어...? 그게 뭐지? 초능력 같은 건가?)
M1_L0007,Do you think it was a dream?|Do you think it was a memory?,꿈을 보고 온 걸까?|기억을 보고 온 걸까?
M1_L0008,"A dream. It was his dream.\nI could tell, instinctively.",꿈. 그건 그의 꿈이었을 거야.\n본능적으로 알 수 있었거든.
M1_L0009,"It was glorious, experiencing an actual\nfinished dream that had become one with a human.",완성되어 비로소 인간과 하나된 꿈을\n경험하고 오는 건 영광스러웠지만...
M1_L0010,"But sadly, his dream was\nmore of a nightmare.",슬프게도 그의 꿈은 악몽에 더 가까운 존재였지.
M1_L0011,Someone who speaks gibberish\ninstead of saying ‘I love you.’,사랑해 대신 외계어만 나오는 사람이라니.
M1_L0012,My lover not being able\nto say ‘I love you’ to me...,내 연인이 나에게 평생 사랑한다는\n말을 해 주지 않는다....
M1_L0013,I would feel a little lonely too.|I don’t think I would mind that much.,나 역시 조금은 외로울 것 같아.|사실 난 아무렴 상관없을 것 같네.
M1_L0014,Why?,왜?
M1_L0015,Is ‘I love you’ that special?,‘사랑해’가 그렇게 대단한 거야?
M1_L0016,It’s probably an important phrase\nfor most humans...including me.,나를 포함한... 대부분의 인간에겐\n아주 중요한 문장일 거야.
M1_L0017,There are more valuable things in\nlove than a superficial ‘I love you’.,‘사랑해’라는 피상적인 말보다\n중요한 것들은 많으니까.
M1_L0018,"But I can understand where they’re\ncoming from. Those who feel lonely, I mean.",하지만 외로움을 느끼는 사람들을\n이해하지 못하는 건 아니야.
M1_L0019,<nickname>’s understanding mind.\nSympathy. It’s a freeing view.,<nickname>의 너른 이해심.\n포용력. 자유로운 시선.
M1_L0020,"(This is embarrassing. Laugh and brush it off.)|I mean, I <i>am</i> the most understanding person I know.","(부끄럽다. 웃음으로 넘긴다.)|나만큼 이해심 깊은 사람도 없어, 하하."
M1_L0021,It’s probably an important\nphrase for most people.,대부분의 인간에겐 아주 중요한 문장일 거야.
M1_L0022,‘I love you’ is...,‘사랑해’는...
M1_L0023,"the essence of romance, the evidence of love.|the most transparent way to express love.","낭만의 결정체, 사랑의 증표거든.|사랑을 표현하는 가장 투명한 수단이거든."
M1_L0024,I love you. I love you. No other phrase\ncould better represent the feeling of love.,사랑해. 사랑해. 이보다 사랑의 마음을\n잘 상징할 수 있는 문장은 없으니까.
M1_L0025,Then... then what is ‘love?’,그럼... 그렇다면 ‘사랑’이란 건 뭔데?
M1_L0026,Love is...,사랑은...
M1_L0027,"You want to know about\nlove between lovers, right?","음, 뭉치는 연인 간의\n사랑이 궁금한 것 맞지?"
M1_L0028,"Yes, what was shared between the\nman I saw today and his lovers!","응, 내가 오늘 보고 온 남자와\n그의 연인들이 공유하던 그것!"
M1_L0029,I think most people treat ‘love’ as a force\nthat makes its receiver very special and singular.,대부분의 인간에게 ‘사랑’은 타인을 특별하고\n유일하게 여기게 만드는 힘인 것 같아.
M1_L0030,"Personally, I think love is...","보다 개인적인 정의를 하자면, 나에게 사랑은..."
M1_L0031,"So if that love is unrequited,\nwouldn’t it be lonely and sad?",그런데 한쪽만 상대를 사랑한다면\n그건 외롭고 슬프겠지?
M1_L0032,"Yes, yes, yes. It would be devastating.","응, 응, 응응, 응 응. 사무칠 거야."
M1_L0033,Like the gloomy taste of\ndark afternoon clouds...,먹구름을 솜사탕같이 뜯어\n먹어야만 하던 오후처럼.
M1_L0034,"Like the lonely orbit of the Moon,\ndevoted to its planet so blue.",지구를 홀로 사랑하며 공전하는 달처럼....
M1_L0035,Every day would be grey.,매일이 회빛일 거야.
M1_L0036,(The lonely orbit of the Moon....),(지구를 홀로 사랑하는 달이라....)
M1_L0037,(A romantic thought.)|(An interesting perspective.),(낭만적인 상상이네.)|(흥미로운 관점이네.)
M1_L0038,"Anyway, the moment you\nhear or say ‘I love you,’","응, 하지만 애인과 사랑한다는\n말을 주고받는 순간에는"
M1_L0039,you can confirm that you are sharing\nsimilar levels of affection with each other.,서로가 비슷한 층위의 애정을 느끼며\n교류하고 있다는 확신을 가질 수 있으니까.
M1_L0040,That confirmation will become the\nfoundation for love to grow from.,"그 확신은 단단한 기반이 되어 주겠지,\n사랑이 발돋움할 수 있도록."
M1_L0041,Right.,그렇구나.
M1_L0042,... Confirm. Confirmation. Con-fir-ma-tion.,... 확신. 확 신.
M1_L0043,"‘I love you’ is a device of confirmation!\nA resonating feeling that we are alike,","‘사랑해’는 확신!의 장치구나.\n우리가 같다는 공명의 감각,"
M1_L0044,a reassurance that I’m not\nalone in this fragile act of love.,내가 애달픈 홀로사랑의 행위를\n하고 있지 않구나! 하는 안심.
M1_L0045,That gentle settling.,그 느릿한 내려앉음.
M1_L0046,"Maybe I can understand why those humans\nleft the man, and why he, too, left his lover.",사랑한단 말을 듣지 못해 서로를 떠났던\n연인들의 마음이... 조금은 이해가 가.
M1_L0047,"They were left hovering in\nthe air, unsure and anxious.",그들은 허공에 붕 뜬 채로 불안했던 거야.
M1_L0048,...,....
M1_L0049,"Then how does it feel to love someone, to\nlike someone the most in the entire world?","그렇다면 사랑한다는 건, 누군가 세상\n에서 제일 좋다는 건 어떤 감각이야?"
M1_L0050,Snug and safe.|Fantastic and intense.,아늑하고 안전한 감각이지.|환상적이고 강렬한 감각이지.
M1_L0051,"Like cotton-ball clouds, pillow\nforts, or perhaps a warm hug?","뭉게구름, 이불 속, 어쩌면 따뜻한 포옹 같은?"
M1_L0052,"It’s hard to believe such a cozy emotion\nexists, that all humans feel that way!",그렇게나 안락한 감정이 실존한다니. 모든\n인간이 그런 것들을 감각하며 살고 있다니!
M1_L0053,They were right. Humans\nare truly amazing.,그들의 말이 맞았어.\n인간들은 정말 멋진 존재야.
M1_L0054,"Like fireworks, a hot summer night,\nperhaps even a searing kiss!","불꽃놀이, 열대야, 어쩌면 뜨거운 키스 같은!"
M1_L0055,"It’s hard to believe such a powerful\nemotion exists, that all humans feel that way!",그렇게나 강렬한 감정이 실존한다니. 모든\n인간이 그런 것들을 감각하며 살고 있다니!
M1_L0056,They were right. Humans\nare truly amazing.,그들의 말이 맞았어.\n인간들은 정말 멋진 존재야.
M1_L0057,"Uh, well, no—No.\nThat’s just how I define love.","아, 음, 아니- 아니. 그저\n내가 정의하는 사랑일 뿐이야."
M1_L0058,"Each person may define it differently,\nor be unable to define it at all.","사람마다 정의가 다를 수도, 정의란\n걸 아예 내리지 못했을 수도 있어."
M1_L0059,"The shape of love can even\nchange every day, every second.","웃기지만 매일, 매순간 모양이\n변하는 게 사랑이기도 하지."
M1_L0060,Love is... Complex.\nSubtle. Enigmatic.,사랑은... 복잡미묘하고 어렵거든.
M1_L0061,What do you mean?,그게 무슨 말이야?
M1_L0062,"Hm. For example,","음. 가령,"
