Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M2_L0001,"What would happen if I were to drop from,\nlet’s say, the middle shelf of the bookcase?",책장의 가운데 칸 정도에서 내가\n떨어진다면 어떤 일이 일어날까?
M2_L0002,You’ll bounce like a beach ball.|You’ll scatter like pebbles.,비치 볼처럼 보잉 튀어오를 것 같아.|조약돌처럼 자잘히 흩어질 것 같아.
M2_L0003,You’re really sticky... so maybe\nyou’ll stick to the floor!,점액으로 된 괴물이니까...\n바닥에 찰싹 붙게 될지도 모르지!
M2_L0004,And will I gather back into a\nsphere? I was born as one.,그 다음엔 구의 형태로 다시\n뭉치게 될까? 난 그런 성질이니까.
M2_L0005,"That’s a fun thought, <nickname>. It’s\nrefreshing to see me through your eyes.","재미있는 가설이야, <nickname>. 네가 나를\n어떻게 바라보고 있는지 느껴져서 즐거워!"
M2_L0006,"Hm. hm, hm. Here’s what I think.","음, 음, 음. 이쯤에서 나의 추측을 말해 볼게."
M2_L0007,"If I drop, I will plunge into\nan ocean of emptiness.","내가 떨어진다면, 나는 공허의\n바다를 잠수하게 될 거야."
M2_L0008,It will be bleak. As if my body had\ndissolved into nothing in the saltwater.,아주 비참할 거야. 내 육신이 바닷물에\n모두 녹아 조각조각 흩어지는 기분일 거야.
M2_L0009,Um... Are we still talking about\na short fall? Did something happen?,그냥 떨어지기만 하는 게 아닌 것\n같은데... 오늘 무슨 일이 있었던 거야?
M2_L0010,Of course. What you’ll hear now is much\nmore essential than any hypothesis.,물론이지. 어떠한 가설보다도\n더욱 중요한 걸 알려줄게.
M2_L0011,Humans seem to call such stories a tragedy.,인간들은 이런 이야기를 비극이라고 부른다지?
M2_L0012,"I would call it a tragedy, yes.",확실히... 비극에 가까워.
M2_L0013,His misery blazed like a torch. Bright enough to mesmerize someone.,그의 비참한 심정이 횃불처럼 타오르고 있었어. 누군가는\n그 열기에 매료되었을지도 모르겠단 생각이 들 정도로.
M2_L0014,Then a thought crept into my mind.,그리고 난 깨달아 버린 거야.
M2_L0015,‘Perhaps I could do\nsomething for this human.’,‘나라면 그에게 뭔가를 해줄 수\n있지 않을까?’하고 말이야.
M2_L0016,Do what exactly for him?,뭉치가? 어떤 걸 해 줄 수 있다는 건데?
M2_L0017,"Of all the circles in the world, there is one he has yet to swallow.","세상의 모든 동그라미를 삼킨 그가, 미처\n삼키지 못한 동그라미가 하나 있잖아."
M2_L0018,And that is...,그건 바로...
M2_L0019,Me.,나.
M2_L0020,This dream was always about a journey to find\na circle that would fit a distinct crack.,이 꿈은 고유한 균열에 꼭 맞는\n동그라미를 찾기 위한 여정이었잖아?
M2_L0021,"I thought, with my flexible and viscous body,\nnothing could fill it as perfectly as I could.",몸이 유연하고 끈적한 나라면 그 무엇보다도\n완벽하게 채워줄 수 있었을 것만 같았거든.
M2_L0022,"Even if I scatter like pebbles, I’ll clump\nback together like a beach ball, won’t I?","게다가 난 조약돌처럼 흩어진 다음에도,\n비치 볼처럼 다시 뭉쳐 버린다고?"
M2_L0023,"Wow, if it’s you, that could really happen.|So if we split you, would there be two Dots?","우와, 정말 뭉치라면 가능한 일일지도?|그럼 갈라 놓으면 두 개의 뭉치가 될 수도 있는 걸까?"
M2_L0024,"Right? You agree that I’ll somehow\nfit into the hole, <nickname>, right?",그렇지? <nickname>. 네 생각에도\n그럴듯하게 들어맞을 것 같지?
M2_L0025,Huh? Hm? Mm?,어? 응? 으음... 으음.
M2_L0026,"Maybe... Most possibly... Not. I’ll always be\nthe one and only Dot you know, <nickname>.","그렇지는 않을걸? 난 언제까지나 <nickname>,\n네가 알고 있는 유일무이한 뭉치일 거야."
M2_L0027,Mm... I hope.,"응, 그래야만 할 거야."
M2_L0028,"It’s decided. From now on, I’ll start\ntraining to fulfill his ardent wish.",난 결심했어. 그의 간절한 소망을 이뤄\n주기 위해 지금부터라도 단련할 거야.
M2_L0029,"First up, I’ll practice staying stuck\nsomewhere for a long time.",따라서 허공에 붙은 채로\n동그랗게 버티는 연습을 해 보겠어.
M2_L0030,"Don’t you have the perfect space\nfor that in your room, <nickname>?",<nickname>의 방에 마침\n딱 알맞은 공간이 하나 있지?
M2_L0031,Under the bed?|In the bookshelf?|On the ceiling?|Outside the window?,침대 밑?|책장 속?|천장 표면?|창문 밖?
M2_L0032,Ah!,아!
M2_L0033,"That’s good, but I’ve found\nan even better spot.",그것도 좋지만 더욱 적당한 공간을 하나 찾았으니까.
M2_L0034,In the bookshelf?,책장 속?
M2_L0035,"Yes, yes! That’s it! My corner.","응, 응! 바로 그거야! 나의 모퉁이."
M2_L0036,I’ll roll and stick myself to the bookshelf. I’ll\nbecome a perfect sphere... It’s what I do best.,내가 몸을 동그랗게 말아서 책장에 붙어 볼게. 난 완전한\n구가 될 거야... 뭉치는 건 가장 자신 있는 분야니까.
M2_L0037,(Dot threw themself\nat the empty shelf wall.),(뭉치가 빈 책장 벽에 몸을 던졌다.)
M2_L0038,(Oh... Dot dropped.),(앗... 떨어졌다.)
M2_L0039,......,......
M2_L0040,"It can’t be. It can’t be. <nickname>,\nwill you stick me there once more?","이럴 리가 없는데. 이럴 리가 없는데.\n<nickname>, 날 다시 한 번만 붙여줄래?"
M2_L0041,(Stick Dot back to the wall.),(뭉치를 책장 벽에 붙여 주었다.)
M2_L0042,(Oh... Dot dropped again.),(앗... 떨어졌다.)
M2_L0043,......,......
M2_L0044,"Dot, don’t be too discouraged.|Should I put you back there?","뭉치야, 너무 실망하지 마.|다시 한 번 붙여 줄까?"
M2_L0045,......,......
M2_L0046,I thought I could become a flawless sphere\nfor the man. Was all that a fantasy?,"나라면 완전무결한 구가 되어줄 수 있을 것\n같았는데, 이게 다 잘못된 생각이었나?"
M2_L0047,He was facing countless thorny paths.\nI thought I could be the one to ease his pain.,수만 갈래의 가시밭길이 있었겠지. 하지만 나라면\n구름 길을 깔아 줄 수 있는 존재라고 느꼈는데.
M2_L0048,"Of course, someone else could do it. The\nworld is big and there is much I haven’t seen.","물론 내가 아닌 다른 무언가일 수도 있겠지,\n세상은 넓고 내가 관측하지 못한 것들은 많으니까."
M2_L0049,"But he met me! I have a chance.\nIf not me, then who?",하지만 지금 나를 만났잖아! 지금 기회가 왔어.\n내가 하지 못하면 어느 누가 할 수 있을까?
M2_L0050,Where will the poor man\nfinally find rest?,가여운 그가 기어이 돋아날 곳은 어디일까?
M2_L0051,"Even with your body, it may have been\ndifficult to fill his hole entirely.",뭉치의 몸통으로도 완벽하게\n채우는 건 힘든 일이었을지도 몰라.
M2_L0052,Think about how desperate and\nobsessed he must have been.,그가 일을 대충 했을까? 그리도 간절한 결핍이었는데.
M2_L0053,He would have made all the circles he could.,만들 수 있는 동그라미는 다 만들었겠지.
M2_L0054,"Even ones that are sticky like you, such as...","뭉치처럼 끈적한 소재로도 만들어 봤을 거야, 가령..."
M2_L0055,"No, he couldn’t have. A circle like me\ndoesn’t exist anywhere else on Earth.",그렇지 않아. 지구상에 나 같은\n동그라미는 어디에도 없었어.
M2_L0056,I’m different from any earthly substance.\nNo thing could have better filled that man.,달에서 온 나는 그 어떤 물질과도 달라. 나만큼 그\n인간을 완벽하게 채워줄 가능성이 있는 건 없었어.
M2_L0057,"As such, my failure is even more harsh to him.",그런 만큼 나의 실패는 그 인간에게\n더욱 가혹한 의미를 띄는 거야.
M2_L0058,I’m pathetic. Infernally\npathetic. I can’t deal with it.,내가 한심해. 지옥 같이\n한심해. 견딜 수가 없어.
M2_L0059,(It hurts to see Dot so wracked with guilt.),(죄책감에 짓눌린 뭉치가 안쓰러워.)
M2_L0060,"You don’t want him in pain because\nyou want all humans to be happy, right?",뭉치는 모든 인간이 행복하길 바라고\n있기에 그의 고통을 견디기가 어려운 거지?
M2_L0061,That’s right. I couldn’t stand seeing him\nso tormented over something he can’t help.,맞아. 너무 사랑하는 인간이 그렇게\n결핍에 가려워하는 것을 보고만 있을 수 없었어.
M2_L0062,But I’ve failed... so all that’s left for me\nis to despise my helplessness.,물론 실패한 이상... 나의 무력감을\n혐오하는 것만이 유일한 선택지겠지만.
M2_L0063,It’s great that you love\neach and every one of us. But...,우리 인간을 사랑해 주는 마음은 너무나 고마워. 그치만...
M2_L0064,You can’t help solve everyone’s problems.\nWhat if you meet a triangle or square hole?,"구멍 난 인간 한 명 한 명을 다 채워 주려면 네가 너무 힘들지\n않을까? 세모난, 혹은 네모난 구멍을 만나게 된다면?"
M2_L0065,And that man’s life belongs to\nhim. It’s not yours to grieve over.,"더군다나 그 사람의 인생은 그 사람의 것이지,\n뭉치 네가 죄책감을 가질 일이 아니야."
M2_L0066,I don’t want you to burden yourself.,뭉치가 너무 많은 의미 부여를 해서\n스스로를 힘들게 하지 않았으면 좋겠어.
M2_L0067,Were there too many leaps in my logic?,...... 비약으로 느껴졌어?
M2_L0068,Just a little.,"그래, 조금은."
M2_L0069,......,......
M2_L0070,But I still want you to keep\nthat kind heart of yours.,하지만 너의 다정한 심성까지도\n외면하지 않았으면 좋겠어.
M2_L0071,"Thank you, <nickname>...","그래, 고마워... <nickname>."
