Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M10_L0001,"Hello, <nickname>.","안녕, <nickname>."
M10_L0002,Could you close that?,저걸 좀 닫아 줄 수 있겠어?
M10_L0003,Close what?,뭐를 닫아 줄까?
M10_L0004,"Hello, <nickname>.","안녕, <nickname>."
M10_L0005,Could you close that?,저걸 좀 닫아 줄 수 있겠어?
M10_L0006,(Close the windows.)|(Close the doors on the bookshelf.),(창문을 닫는다.)|(책장 문을 닫는다.)
M10_L0007,"Hello, <nickname>.","안녕, <nickname>."
M10_L0008,Could you close that?,저걸 좀 닫아 줄 수 있겠어?
M10_L0009,(Close the doors on the bookshelf.),(책장을 닫는다.)
M10_L0010,"Hello, <nickname>.","안녕, <nickname>."
M10_L0011,Could you close that?,저걸 좀 닫아 줄 수 있겠어?
M10_L0012,(Close the windows.),(창문을 닫는다.)
M10_L0013,"Hello, <nickname>.","안녕, <nickname>."
M10_L0014,Could you close that?,저걸 좀 닫아 줄 수 있겠어?
M10_L0015,"Dot, there’s nothing else to close...\nCould you be more specific?","뭉치야, 더는 닫을 게 없는데... \n더 구체적으로 말해 줄 수 있을까?"
M10_L0016,"Sure, <nickname>.","그래, <nickname>."
M10_L0017,"I was actually hoping you could close the door\nto my never-ending, suffocating thoughts.","사실은 끝도 없이 이어지는, 내 빌어먹을\n생각의 문을 닫아 주길 바랐어."
M10_L0018,I saw someone today.,오늘은 어떤 사람을 봤어.
M10_L0019,"What was that? Really, what?",대체 그건 뭐였을까? 응?
M10_L0020,Maybe you should calm down...,조금 진정하는 게 좋을 것 같은데...
M10_L0021,"Why would he do that? Please, listen to this.",대체 왜 그랬던 걸까? 조금 들어줄 수 있겠어?
M10_L0022,... That somehow resemble me.,어쩐지 나를 닮은.
M10_L0023,"A black, black blob of waste. Something\nthat deserves to be destroyed.",검디 검은 폐기물 덩어리.\n역시 파쇄해 버려야 마땅한.
M10_L0024,"Dot, get it together!",뭉치야. 정신 좀 차려 봐!
M10_L0025,....,....
M10_L0026,"Dot, can you hear me?","뭉치야, 정신이 좀 들어?"
M10_L0027,....,....
M10_L0028,"Hello, <nickname>.","안녕, <nickname>."
M10_L0029,Did I show up strangely on your eyes?,네 안구에 내가 이상하게 비쳤어?
M10_L0030,"Well, a little... but I understand.|Not at all. Walk me through it?","어어, 조금은 그랬지만... 난 널 이해할 수 있어.|조금도 그렇지 않아. 천천히 말해 줄 수 있겠어?"
M10_L0031,Thank you.,고마워.
M10_L0032,It was the first time I witnessed that.,나로선 처음 보는 장면이었거든.
M10_L0033,"I didn’t believe ‘self-hate’ could\nmanifest in that way, as actions.",‘자기 혐오’가 그런 행동으로\n나타날 수 있는지 몰랐어.
M10_L0034,Do you know what the most\ntaboo subject is at the Factory?,공장에서 제일 터부시되는 게 뭔지 알아?
M10_L0035,It’s ‘self-hate.’,그게 바로 ‘자기 혐오’라는 감정.
M10_L0036,The beings on the Moon are\nespecially afraid of suicide.,달의 이들은 인간의 자살을 특히 두려워해.
M10_L0037,Why is that?|(Listen carefully.),어째서?|(묵묵히 들어준다.)
M10_L0038,"When self-hate manifests in ‘action,’\nthe worst-case scenario is suicide.",자기 혐오를 ‘행동’으로 옮기다 보면\n극단적으로 자살까지 할 수 있으니까.
M10_L0039,They can’t even begin to understand how the\nhumans they love could feel such an emotion.,그들의 아름다운 인간이 그런 감정을 느끼는\n걸 전혀 이해하지도 해석하지도 못해.
M10_L0040,It terrifies them. They can’t\nbring themselves to face it.,지극히 두려워해. 감히 마주보지도 못해.
M10_L0041,I see... That’s why the Moon\nBeings try to prevent it.,그래서... 달의 이들이 그걸 막으려고 하는 거구나.
M10_L0042,For themselves.|For the humans.,그들을 위해서.|인간을 위해서.
M10_L0043,And... for the symbiotic relationship\nbetween humans and themselves.,그리고... 그들과 인간의 공생하는 관계를 위해서.
M10_L0044,Do you see now? What\na horrible thing he did?,그가 지금 얼마나 끔찍한 일을 한 건지 알겠어?
M10_L0045,"That, that’s, the claw that smashes\nhuman souls’ protective barrier.","그건, 그건, 인간 영혼의 보호막을 조각 내는 발톱."
M10_L0046,The Moon Beings never let humans\nhurt themselves on principle.,달의 이들은 절대로 인간이\n자신을 해치게 두지 않아.
M10_L0047,"Never, ever, no matter what. And yet?","절대, 결코, 그 어떤 일이 닥친대도. 그런데?"
M10_L0048,I don’t understand. He chose to do that?\nDid the Moon deliver a dream gone bad?,"그런데? 이해가 안 되는 거야, 제 의지로 그런다고?\n상한, 혹은 썩은 꿈이 잘못 전달된 걸까?"
