Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S7_L0001,……,…….
S7_L0002,Mold.,곰팡이.
S7_L0003,"Confronting the wind ripping through the\nopen window, I’m now covered in dust.",창문 너머로 불어오는 바람을 온몸으로\n맞이하다 먼지 투성이가 되어 버렸어.
S7_L0004,"Hm. Hm. It’s a novel experience. I’ve seen the\ncity’s nooks and crannies, but this was a first.","음, 음, 아주 신선한 경험이야. 도시\n곳곳을 다녔지만 이런 적은 처음이었어."
S7_L0005,Such fierce winds!,바람이 얼마나 맹렬하던지!
S7_L0006,…,….
S7_L0007,……,…….
S7_L0008,So. What I mean is.,"모쪼록, 그러니까."
S7_L0009,I feel! I feel happy.,나는! 나는 기분이 좋아.
S7_L0010,"I’ve told you before. It feels like I’ve\nbecome the sweetest, fluffiest cotton candy.",<nickname>에게도 선언했지. 아주 달콤하고\n부드러운 솜사탕이 된 것만 같다고.
S7_L0011,"How would I feel in someone’s\nmouth? Crunchy, or squishy?","식감도 얼마나 다채롭겠어?\n오독오독, 말캉말캉."
S7_L0012,……,…….
S7_L0013,……,…….
S7_L0014,What? “Don’t lie?”,거짓말하지 말라고?
S7_L0015,…,….
S7_L0016,Oh.,아.
S7_L0017,"Haha, you must be mistaken.\nI’m smiling, you see?","하하하, 그렇게 보여?\n아니야. 나는 웃고 있잖아?"
S7_L0018,……,……
S7_L0019,……,…….
S7_L0020,…… You’re right.,"…… 그래, 네 말이 맞는 것 같지."
S7_L0021,It’s all a lie. I’m not happy.,전부 거짓말이야. 나 행복하지 않아.
S7_L0022,I won’t be sweet or soft. At all.,실은 하나도 달콤하고\n부드럽지 않을 거야.
S7_L0023,It’ll be prickly and itchy. All the hours I’ll endure\nwill taste like very very unpleasant waste.,따갑고 가려울 거야. 내가 견뎌야 할 모든\n시간에서 아주 아주 불쾌한 오물 맛이 날 거야.
S7_L0024,… What if it has already\nhorribly clung to me?,… 이미 끔찍하게 유착되어\n버린 거면 어쩌지.
S7_L0025,"What if it will remain as a nerve-gnawing,\nbedbug-like feeling and plague me forever and ever?","신경을 잘근잘근 물어뜯는 빈대 같은 감각으로\n남아, 영원히 영원히 날 괴롭힐 거라면."
S7_L0026,I don’t want that.,그건 싫어.
S7_L0027,……,…….
S7_L0028,"Ah, I haven’t embraced this\nfeeling. I want to escape it.",아. 나는 이 감각을 받아들이지\n못했구나. 나는 벗어나고 싶구나.
S7_L0029,"I don’t, no, I can’t leave this feeling alone.",나는 이것을 도무지 그대로\n내버려 두기가 싫은 거구나.
S7_L0030,Then…,그렇다면…
S7_L0031,What if I look at it? Just look at it?,바라본다면. 바라볼 수만 있다면?
S7_L0032,……,…….
S7_L0033,But.,하지만.
S7_L0034,Won’t it hurt? Won’t the pain of\nremoving it finally burst me open?,아프지는 않을까? 뽑아 낼 때의 고통이\n날 기어이 터트려 버리지는 않을까?
S7_L0035,……,…….
S7_L0036,"Still. I can do it. I know I can do it. My\nsticky body will be stronger than I think, So……",그래도. 할 수 있어. 할 수 있을 거야. 내\n끈적한 몸은 생각보다 강할 거야. 그러니…….
S7_L0037,……,……
S7_L0038,Huh?,어?
S7_L0039,It hurts. But.,아파. 아프지만.
S7_L0040,……,…….
S7_L0041,"It hurts, but my body didn’t burst.","아프지만, 몸이 터지지는 않았어."
S7_L0042,……!,……!
S7_L0043,It was okay.,괜찮았어.
S7_L0044,"… Hello, mold.","… 안녕, 곰팡이."
S7_L0045,I read that humans inevitably feel pain.,인간은 필연적으로 아픔을\n겪는다는 글을 봤어.
S7_L0046,"And that after embracing all\nthat hurt, when it ebbs away,","그 아픔을 끌어안아 고통이\n무뎌지는 모든 시간의 끝에,"
S7_L0047,that’s when humans believe they grow.,그들은 ‘성장’이 놓여 있다 믿는대.
S7_L0048,Pain…… and growth.,"아픔, 그리고 성장."
S7_L0049,"Would you like to know something, friend?","있잖아, 친구야, 그것 알아?"
S7_L0050,"There’s pain on the dark\nside of the moon, too.",달 뒤편에도 아픔이 있어.
S7_L0051,"Beings that embrace pain twice,\nthrice their size with all their might,","몸집보다 몇 배는 큰 아픔을\n사지로 아등바등 끌어안고,"
S7_L0052,and look down at the ground\nhoping it will ebb away.,무뎌지길 바라며 묵묵히 땅을 보는.
S7_L0053,I know them.,그런 이들이 있어.
S7_L0054,"They readily bear the pain. It contorts\nand disfigures them, body and soul.",그들은 아픔을 사지로 품어. 그 통증은 그들\n몸과 영혼의 모양을 뒤틀어 변하게 만들지.
S7_L0055,But what’s at the end of the road\ndoesn’t seem like growth to me.,"다만, 난 그 끝에 놓인 게\n성장 같아 보이지 않아."
S7_L0056,It’s too simple of a word.,그런 단편적인 단어로 정의될 수 없어.
S7_L0057,Hmm….,음….
S7_L0058,Red hated the cold.,레드는 추위를 미워했어.
S7_L0059,Because the human he loved threw\n himself into freezing water and died.,사랑했던 인간이 차디찬 물에\n몸을 던져 죽었기 때문이지.
S7_L0060,"His final day that Red saw was very\nlonely, very dark, and very, very cold.","마지막으로 보았던 그 인간의 하루는 아주\n외롭고, 아주 어두웠으며, 아주 아주 추웠대."
S7_L0061,Red could no longer\nmake dreams for his human.,레드는 더 이상 그를 위한\n꿈을 만들 수 없었어.
S7_L0062,"For the agonizing cold was\nfollowed by the pitch-black dark,","아주 강한 추위 뒤엔 아주\n시커먼 암흑이 뒤따랐고,"
S7_L0063,dreams had no place among it.,그곳에 꿈을 위한 자리는 없었으니까.
S7_L0064,"From that day on, he\nbegan to burn himself slowly.",레드는 그날부터 아주 느리게\n자기 몸을 불태우기로 해.
S7_L0065,"Hating the cold that took his human\naway, and hoping, even if it’s too late,","그를 끌고 갔던 추위를 미워하고, 또 미워하며…\n어떻게든, 이미 늦었더라도, 조금이나마."
S7_L0066,to warm his human.,그를 따스하게 데워 줄 수 있기를 바라며.
S7_L0067,….,….
S7_L0068,There also was someone who hated\nignorance. She named herself Edison.,무지를 미워하던 자도 있었어. 그녀는\n자신의 이름을 ‘에디슨’이라 지었지.
S7_L0069,"She wore square-rimmed spectacles and\nhad a never-ending curiosity for humans,",둥근 전구 머리에 비해 유독 각진 돌 안경을 쓰던\n그녀는 인간에 대한 끈끈한 탐구욕이 있었지만
S7_L0070,but her drive was fuelled by resentment.,그 집념의 동력은 원망이었어.
S7_L0071,Because not until her beloved\nhuman hung himself…,사랑하는 인간이 스스로\n목을 매달 때까지도…
S7_L0072,did Edison realize that something was\nwrong. So she resents her ignorance.,"무언가 잘못되어 가고 있다는 것을 전혀 알아차리지\n못했던, 자신의 무지를 향한 원망 말이야."
S7_L0073,…,….
S7_L0074,It’s just. Just. Just.,그냥. 그냥. 그냥.
S7_L0075,The moon was strewn\nwith all kinds of hurt.,"그런 아픔들이 군데군데\n널려 있었어, 달에는."
S7_L0076,To be able to walk steadily\nthrough such ruins…,폐허를 잘 걸을 줄 알게 되는 것…
S7_L0077,"To bear them in silence, without a sound.","폐허를 묵묵히, 소리 없이 견디게 되는 것."
S7_L0078,"Perhaps, in a way that’s\nfrustrating and deformed.",어쩌면 조금은 답답하고\n기형적일지 모르는 방식으로.
S7_L0079,"I wonder, if even this can be called growth…",이런 것마저도 성장이라\n부르게 되는 걸까….
S7_L0080,I wonder—will they welcome such a word?,"과연, 그들은 그 단어를 환영할까?"
S7_L0081,"Today while on the street I saw\na small child, and our eyes met.",오늘 길을 가다 한 아이와 눈이 마주쳤어.
S7_L0082,"That is to say,","그러니까,"
S7_L0083,Our eyes met.,"""눈이 마주쳤어.”"
S7_L0084,Oh?,응?
S7_L0085,(Wait… can other people see Dot?),(잠시만… 다른 사람들이 뭉치를 볼 수 있었던가?)
S7_L0086,(That can’t be.),(그럴 리가 없을 텐데.)
S7_L0087,Your eyes met?,눈이 마주쳤다고?
S7_L0088,"Yes. You see, I’m merely a\npassive observer on the street.","응. 있지, 보통의 거리들에서 나는\n언제나, 오로지 관찰자로 존재하지."
S7_L0089,I’ve never interacted with\na human apart from you.,"네가 아닌 다른 인간과의 교류는 없었어.\n손인사도, 눈인사도, 심지어 눈맞춤도."
S7_L0090,For some reason… they\ncan't seem to see me.,그들은 어떤 이유에서인지…\n나를 볼 수 없는 것 같았거든.
S7_L0091,"If people saw you on the street,",아마 사람들이 걸어다니는 뭉치를 봤다면
S7_L0092,you would make the front page.|they would lose their heads.,뉴스에 대서특필되었을 거야.|놀라서 자빠졌을걸.
S7_L0093,Anyway. What happened?,하여튼. 그래서 무슨 일이 있었던 거야?
S7_L0094,I was walking down the street\nobserving people as usual.,나는 평소처럼 사람들을 바라보며\n길을 걷고 있었는데 말이야.
S7_L0095,When I made eye contact with a child!,어떤 아이와 눈이 마주쳤어!
S7_L0096,He stared at me with a stunned expression…,"그 애는 약 오 초 가량 나를 바라보다가,\n다소 벙찐 표정을 짓다가…"
S7_L0097,"and blinked a couple of times,\nbefore dropping his ice cream.",눈을 끔뻑거리더니 손에 쥔\n아이스크림을 바닥에 떨어뜨렸지.
S7_L0098,"Oh no, what a waste.|Poor boy. He must have been crushed.","저런, 아이스크림 아까워서 어떡해.|저런, 먹지도 못해서 속상했겠다."
S7_L0099,"I said, “Hello, boy. Today we meet.”","나는 “안녕, 꼬마야. 처음 보네.”라고 했어."
S7_L0100,"“Who are you?” the boy whispered,\ncrouching down to get a closer look at me.","“넌 누구야?”, 그 애가 속삭이며 날\n더 가까이 보기 위해 쪼그려 앉았지."
S7_L0101,“I’m Dot. I come from the moon—”,그래서 이렇게 대답해 주었어.\n“난 뭉치야. 달에서 왔어.”
S7_L0102,"“The dark side of it,” I replied. He’s the first\nperson to know my name apart from you!",“달의 어두운 뒤편 말이야.” 너 아닌 누군가가\n처음으로 나의 이름을 알게 된 거야!
S7_L0103,A historical moment! And\nwhat did he say to that?,제법 역사적인 순간인걸!\n그 애가 뭐라고 대답했어?
S7_L0104,He told me that he never knew\nthere was a dark side of the moon.,"달에 ‘뒤편’이 있을 줄 몰랐대. 아이는 항상\n지구의 하늘에서, 달의 밝은 면만 보았으니까."
S7_L0105,"So I said “There is, in fact. There’s\nalso a beautiful factory over there.”",그래서 난 정정해 주었어. “달의 뒤편이 존재하고\n말고. 그곳엔 아름다운 공장도 있어!”
S7_L0106,"“Somehow humans and their space\ncameras never seem to notice, though.”",“무슨 이유에서인지 인간과 그들의 우주 카메라는\n전혀 눈치채지 못하는 것 같지만.”
S7_L0107,And what did he say?,그랬더니 뭐라고 해?
S7_L0108,"He didn’t believe you, did he?",안 믿지 않아?
S7_L0109,"No, he did believe me. He\neven asked questions about it.","아니, 그 애는 내 말을 믿어 주었는걸?\n나에게 이런저런 질문도 했어!"
S7_L0110,"“What do they make?\nIn that factory?”, he said.",“무엇을 만드는 공장인데?”
S7_L0111,"So I told him, “They make dreams.”",“꿈을 만드는 공장이야.”
S7_L0112,“What kind of dream?”,“어떤 꿈?”
S7_L0113,"“The bedtime kind of dream. The night,\nthe star, the moon kind of dream.”","“자장가들의 꿈. 밤, 별, 그리고 달의 꿈.”\n이 말을 들은 그 애는 아주 들떠 보였어!"
S7_L0114,“Oh. That’s nice.” His smile\nwas as pure as a snowflake.,"“우와, 신기하다!” 눈송이처럼 순수한\n눈을 하고, 함박웃음을 지었어."
S7_L0115,"After remaining silent for a\nwhile, he carefully asked,",잠시 침묵하다 그 애는 아주\n조심스러운 눈치로 이런 질문을 했어.
S7_L0116,“Could you tell them to make\nsweeter dreams for my little sister?”,“그런데… 내 어린 여동생을 위해 조금만 더\n다정한 꿈을 만들어 달라고 부탁할 수 있을까?”
S7_L0117,“She’s been having nightmares lately.”,“요즘 자주 악몽을 꿔.”
S7_L0118,"“Monsters, ghosts, and beasts with a\ngreat number of teeth hunt her down.”","“사악한 괴물, 귀신, 그리고 이빨이\n아주 많은 짐승들이 걔를 사냥한대.”"
S7_L0119,"She tries to find a closet to hide… but\nthey catch her first,” the boy frowned.",“동생은 몸을 숨길 장롱을 찾으려 하지만…\n그들이 먼저 자기를 잡아 버린대.” 아이는 시무룩해졌어.
S7_L0120,What an awful dream. She must be so scared.|All children that age are afraid of monsters.,못된 꿈이네. 어린 아이가 많이 무섭겠다.|그 나이에는 다 괴물들을 무서워하지.
S7_L0121,"So I said, “I’m not sure if I can\nreach them from here, but I’ll try.”","나는 뭉클해진 마음으로, “닿을지는 모르겠지만\n그 말을 전달해 주려 노력해 볼게.” 했지."
S7_L0122,(Be moved by the story.)|(Think of a solution.),(따뜻한 이야기에 감동한다.)|(해결책을 고민해 본다.)
S7_L0123,"What a sweet, lovely child… I would\nreally like to make his wish come true.",따뜻하고 사랑스러운 아이야….\n꼭 소원이 이루어지도록 돕고 싶어.
S7_L0124,"Oh, how about using the moon\ntransmitter! I’ll send a letter tonight.","아, 달 송신기를 사용해서 그 애의 소원을 전달할\n수 있겠어! 오늘 밤 달에 편지를 보내 볼게."
S7_L0125,"Your kindness always moves\nme. Thank you, <nickname>!","너의 따뜻함은 나를 언제나\n감동하게 해. 고마워, <nickname>!"
S7_L0126,I wonder if there’s a way\nfor his wish to come true…,그 아이의 소원이 이루어질\n방법이 있으려나….
S7_L0127,"Oh, how about using the moon\ntransmitter? I’ll send a letter tonight.","아, 달 송신기를 사용해서 그 애의 소원을 전달할\n수 있겠어! 오늘 밤 달에 편지를 보내 볼게."
S7_L0128,"Your wiseness always inspires\nme. Thank you, <nickname>!","너의 현명함은 언제나 나에게\n큰 영감이 돼. 고마워, <nickname>!"
S7_L0129,"I’m glad I could help!\nAnyways, back to the story?","하하, 내 손으로 두 아이를 행복하게 할 수\n있다면야! 아무튼, 다시 이야기해 줄래?"
S7_L0130,"Yes, yes! It was just then.","응, 응! 그런데 그때."
S7_L0131,That someone tugged him from\nbehind. “Mom!” the boy yelled.,그 남자아이를 잡아채는 손길이\n나타났어. “엄마!” 아이가 외쳤지.
