Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
1,33,1,0,Player,Default,anim_eyesdown,text,"뭉치, 뭐 하고 있었어?","What were you doing, Dot?",2,,,,Sub_Ch6,S6_L0001
1,33,2,0,Dot,Default,,text,그냥. 내 몸을 바라보고 있었어.,Nothing. Just looking at myself.,3,,,,Sub_Ch6,S6_L0002
1,33,3,0,Dot,Default,,text,아무것도 보이지 않는 이 검정 너머를.,Beyond this black abyss.,4,,,,Sub_Ch6,S6_L0003
1,33,4,0,Player,Default,,text,궁금한 게 있어. 그때는\n차마 더 물어보지 못했지만...,I’ve been meaning to ask.,5,,,,Sub_Ch6,S6_L0004
1,33,5,0,Player,Default,,text,너는 네 검정을 왜 그렇게 미워하는 거야?,Why do you hate your\nblackness so much?,6,,,,Sub_Ch6,S6_L0005
1,33,6,0,Dot,Default,,text,... 이제는 말해 줄 수 있을 것만 같아.,... I think I can tell you now.,7,,,,Sub_Ch6,S6_L0006
1,33,7,0,Dot,Sub,anim_eyesblink,text,"사실, 미워한다는 표현과는\n상응하지 않는 감정이야.",Hate isn’t the right\nword for this emotion.,8,,,,Sub_Ch6,S6_L0007
1,33,8,0,Dot,Sub,,text,"보다 불순물 가득하고, 농도\n짙으며, 청결하지 못하지.",It’s much more impure. Grubby.\nSomething that runs deep.,9,,,,Sub_Ch6,S6_L0008
1,33,9,0,Dot,Sub,,text,조악하고 소리 없어.,Crude and noiseless.,10,,,,Sub_Ch6,S6_L0009
1,33,10,0,Dot,Sub,,text,"어느 날은 스멀스멀 기어오르다\n가라앉을 때도 있고,","Some days it creeps upward\nbefore sinking down,",11,,,,Sub_Ch6,S6_L0010
1,33,11,0,Dot,Sub,,text,"어느 날은 온몸을 휘감으며 날 집어삼켰다가,\n타액 같이 질척한 잔여감을 남기기도 해.","and other days it wraps around me and\n swallows me whole, wet and slimy.",12,,,,Sub_Ch6,S6_L0011
