Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
1,81,1,1,Dot,Sub,anim_eyesblink,text,<nickname>은 평생 지구에만 있어 봤지?,"<nickname>, you’ve\nnever left Earth, right?",2,,,,Sub_Ch14,S14_L0001
1,81,2,1,Player,Sub,,selection,"응, 우주를 늘 동경해 왔지만.|응, 나는 지구가 좋아.","Yes, though space has always fascinated me.|Yes, I like it here on Earth.",3|3,active|passive,,,Sub_Ch14,S14_L0002
1,81,3,1,Dot,Sub,,text,"나도, 지구가 좋아.","Me too, I like Earth as well.",4,,,,Sub_Ch14,S14_L0003
1,81,4,1,Dot,Sub,,text,무수한 이유들이 있지만......\n나를 가장 매료시켰던 건,For many reasons...... but\nwhat truly captivated me was,5,,,,Sub_Ch14,S14_L0004
1,81,5,1,Dot,Sub,,text,"지구의 다정함이야. 지구는 자애롭고,\n사랑스럽고, 아주 아주 다정해.","Earth’s kindness. Earth is benevolent,\nlovely, and very, very kind.",6,,,,Sub_Ch14,S14_L0005
1,81,6,1,Dot,Sub,,text,...,...,7,,,,Sub_Ch14,S14_L0006
1,81,7,1,Dot,Sub,,text,눈을 뜬 순간부터 나는 대기에 살이 에이는\n감각을 느꼈었어. 그걸 ‘생의 감각’이라 착각했지.,"When I opened my eyes, I felt the atmosphere\npierce my skin. I mistook that feeling for ‘life.’",8,,,,Sub_Ch14,S14_L0007
1,81,8,1,Dot,Sub,,text,내일의 추위가 당연한 곳. 달은 그런 곳이었어.,"It never stops being cold.\nOn the Moon, that is.",9,,,,Sub_Ch14,S14_L0008
1,81,9,1,Dot,Sub,anim_eyescorner_turn,text,"그런데 지구의 공기는 달라. 더 이상 살갗이\n저리지도, 패인 듯한 시림도 느껴지지 않아.","But it’s different on Earth. My skin no longer\naches, and the skin-slicing cold is no more.",10,,,,Sub_Ch14,S14_L0009
1,81,10,1,Dot,Sub,anim_eyesblink,text,그럼에도 난 계속 살아 있었어.,"And yet, I’m alive.",11,,,,Sub_Ch14,S14_L0010
1,81,11,1,Dot,Sub,,text,......,......,12,,,,Sub_Ch14,S14_L0011
1,81,12,1,Dot,Sub,,text,"그래서 깨달았지. 내가 처음 느꼈던 건 생의\n감각이 아니라, 달의 공기였다는 걸 말이야.",And so I realized. What I felt before wasn’t\n‘life.’ It was simply the Moon’s atmosphere.,13,,,,Sub_Ch14,S14_L0012
1,81,13,1,Dot,Sub,,text,난 그저 무자비한 추위를\n견디고 있던 것이었어.,I was merely enduring the merciless cold.,14,,,,Sub_Ch14,S14_L0013
1,81,14,1,Player,Sub,anim_eyesblink,selection,레드의 불꽃이 뭉치를 지켜 준 셈이었겠어.|달에 외투나 난로를 선물할 수 있다면 좋을 텐데.,It’s as if Red’s flames kept you safe.|If only we could send a coat or stove to the Moon.,15|15,sun|moon,,,Sub_Ch14,S14_L0014
1,81,15,1,Dot,Sub,anim_eyesdown_turn,text,"달에서는 다들 겨우 살아. 달 사람도,\n어쩌다 한 번씩 보이는 달 벌레도.","On the Moon everything barely lives. The\nMoon Beings, and even the occasional moon bug.",16,,,,Sub_Ch14,S14_L0015
1,81,16,1,Dot,Sub,anim_eyesblink,text,그렇지만 지구에서는\n모든 것이 만개해.,But on Earth\neverything blooms.,17,,,,Sub_Ch14,S14_L0016
1,81,17,1,Dot,Sub,anim_move,text,봐. 지구는 다정해...,See. Earth is kind...,18,,,,Sub_Ch14,S14_L0017
1,81,18,1,Dot,Sub,anim_eyesblink,text,우리가 간신히 살아 있을 정도로만 대해 줘도,It could give us\nthe bare minimum,19,,,,Sub_Ch14,S14_L0018
1,81,19,1,Dot,Sub,,text,"우리는 어쩔 수 없이 견디며\n삶을 이어 나갈 텐데,","and we would still endure\nand struggle to survive,",20,,,,Sub_Ch14,S14_L0019
1,81,20,1,Dot,Sub,,text,지구는 필요 이상으로 아낌없이 주잖아.,but it gives us so much more.,21,,,,Sub_Ch14,S14_L0020
1,81,21,1,Player,Sub,anim_eyesblink,selection,드넓은 바다와 찬란히 부서지는 파도?|수많은 생명의 터전이 되는 이 땅처럼?,"Like the vast ocean and its crashing waves?|Like the soil, nurturing countless life forms?",22|22,moon|sun,,,Sub_Ch14,S14_L0021
