Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
1,45,1,0,Dot,Sub,anim_eyesblink,text,난 네게 칼자루를 들려줬어.,I handed you a knife.,2,,,,Sub_Ch8,S8_L0001
1,45,2,0,Dot,Sub,,text,잔인하리만치 퍼렇게 날이\n서 있는 칼의 칼자루를.,"A knife with a sharpened blade,\nmore than ready for blood.",3,,,,Sub_Ch8,S8_L0002
1,45,3,0,Dot,Sub,,text,너의 휘두르는 몸짓은 낱낱이\n나의 생채기가 되겠지.,Your every move will\ncut into my body.,4,,,,Sub_Ch8,S8_L0003
1,45,4,0,Player,Sub,,text,칼이라니?,A knife?,5,,,,Sub_Ch8,S8_L0004
1,45,5,0,Player,Sub,,selection,뭉치가 칼을 준 적은 없을걸?|내가 널 다치게 할 리 없잖아.,You’ve never handed me a knife.|There’s no way I’d hurt you.,6|7,moon|sun,,,Sub_Ch8,S8_L0005
1,45,6,0,Dot,Sub,,text,"그 칼은 보이지 않는데다 이름도\n여러 개지만, 넌 이미 갖고 있어.",The knife can’t be seen and has\nmany names—and you do have it.,8,,,,Sub_Ch8,S8_L0006
1,45,7,0,Dot,Sub,,text,확신할 수 있겠어?,Are you sure?,8,,,,Sub_Ch8,S8_L0007
1,45,8,0,Dot,Sub,,text,인간들은 대개 그 칼을\n애정이라고 부르거든.,"You see, humans call it affection.",9,,,,Sub_Ch8,S8_L0008
1,45,9,0,Player,Sub,,text,"아, 으음.",Ah. Hm.,10,,,,Sub_Ch8,S8_L0009
1,45,10,0,Player,Sub,,text,그러니까 뭉치 네 말은... 네가\n내게 준 애정이 칼과 같다는 거야?,So you’re saying... that the affection\nyou gave me is like a knife?,11,,,,Sub_Ch8,S8_L0010
1,45,11,0,Player,Sub,,text,그래서 널 상처 입힐 거라고?,And that I’ll cut you with it?,12,,,,Sub_Ch8,S8_L0011
1,45,12,0,Dot,Sub,,text,그래.,Yes.,13,,,,Sub_Ch8,S8_L0012
1,45,13,0,Player,Sub,,selection,나도 비슷한 생각을 해 본 적 있어.|왜 그런 생각을 하게 됐어?,I’ve had similar thoughts.|What led you to think this?,14|16,passive|active,,,Sub_Ch8,S8_L0013
