Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
1,39,1,0,Dot,Sub,anim_sub_ch7_1,text,......,......,2,,,,Sub_Ch7,S7_L0001
1,39,2,0,Dot,Sub,anim_sub_ch7_1,text,곰팡이야.,Mold.,3,,,,Sub_Ch7,S7_L0002
1,39,3,0,Dot,Sub,anim_sub_ch7_1,text,나... 창문 너머로 불어오는 바람을 온몸으로\n맞이하다 먼지투성이가 되어 버렸어.,"I confronted the wind ripping through the\nopen window, and now I’m covered in dust.",4,,,,Sub_Ch7,S7_L0003
1,39,4,0,Dot,Sub,,text,"음, 음, 아주 신선한 경험이야. 도시\n곳곳을 다녔지만 이런 적은 처음이었어.","Hm. Hm. It’s a novel experience. I’ve seen the\ncity’s nooks and crannies, but this was a first.",5,,,,Sub_Ch7,S7_L0004
1,39,5,0,Dot,Sub,,text,바람이 얼마나 맹렬하던지!,Such fierce winds!,6,,,,Sub_Ch7,S7_L0005
1,39,6,0,Dot,Sub,,text,...,...,7,,,,Sub_Ch7,S7_L0006
1,39,7,0,Dot,Sub,,text,......,......,8,,,,Sub_Ch7,S7_L0007
1,39,8,0,Dot,Sub,,text,"모쪼록, 그러니까.",So. What I mean is.,9,,,,Sub_Ch7,S7_L0008
1,39,9,0,Dot,Sub,,text,나는! 나는 기분이 좋아.,I feel! Happy.,10,,,,Sub_Ch7,S7_L0009
1,39,10,0,Dot,Sub,,text,<nickname>에게도 선언했지. 아주 달콤하고\n부드러운 솜사탕이 된 것만 같다고.,"I’ve told you before. It feels like I’ve\nbecome the sweetest, fluffiest cotton candy.",11,,,,Sub_Ch7,S7_L0010
1,39,11,0,Dot,Sub,,text,"식감도 얼마나 다채롭겠어?\n오독오독, 말캉말캉.","How would I feel in someone’s\nmouth? Crunchy, or squishy?",12,,,,Sub_Ch7,S7_L0011
1,39,12,0,Dot,Sub,,text,......,......,13,,,,Sub_Ch7,S7_L0012
1,39,13,0,Dot,Sub,,text,......,......,14,,,,Sub_Ch7,S7_L0013
